trait_type,trait_value,trait_unit,individual_pk,life_stage_general_initial,life_stage_general_final,species_reported,scientific_name
development,21.5,Days,TRAIND002414,egg,adult,Aphidius_platensis,"Aphidius platensis Brethes, 1913"
development,20,Days,TRAIND002415,egg,adult,Aphidius_platensis,"Aphidius platensis Brethes, 1913"
development,19,Days,TRAIND002416,egg,adult,Aphidius_platensis,"Aphidius platensis Brethes, 1913"
development,21.5,Days,TRAIND002417,egg,adult,Aphidius_platensis,"Aphidius platensis Brethes, 1913"
development,23,Days,TRAIND002418,egg,adult,Aphidius_platensis,"Aphidius platensis Brethes, 1913"
development,21,Days,TRAIND002419,egg,adult,Aphidius_platensis,"Aphidius platensis Brethes, 1913"
development,22,Days,TRAIND002420,egg,adult,Aphidius_platensis,"Aphidius platensis Brethes, 1913"
development,23.5,Days,TRAIND002421,egg,adult,Aphidius_platensis,"Aphidius platensis Brethes, 1913"
development,21,Days,TRAIND002422,egg,adult,Aphidius_platensis,"Aphidius platensis Brethes, 1913"
development,20,Days,TRAIND002423,egg,adult,Aphidius_platensis,"Aphidius platensis Brethes, 1913"
development,22,Days,TRAIND002424,egg,adult,Aphidius_platensis,"Aphidius platensis Brethes, 1913"
development,21.5,Days,TRAIND002425,egg,adult,Aphidius_platensis,"Aphidius platensis Brethes, 1913"
development,23,Days,TRAIND002426,egg,adult,Aphidius_platensis,"Aphidius platensis Brethes, 1913"
development,24,Days,TRAIND002427,egg,adult,Aphidius_platensis,"Aphidius platensis Brethes, 1913"
development,22,Days,TRAIND002428,egg,adult,Aphidius_platensis,"Aphidius platensis Brethes, 1913"
development,21.5,Days,TRAIND002429,egg,adult,Aphidius_platensis,"Aphidius platensis Brethes, 1913"
development,24,Days,TRAIND002430,egg,adult,Aphidius_platensis,"Aphidius platensis Brethes, 1913"
development,22.5,Days,TRAIND002431,egg,adult,Aphidius_platensis,"Aphidius platensis Brethes, 1913"
development,22.5,Days,TRAIND002432,egg,adult,Aphidius_platensis,"Aphidius platensis Brethes, 1913"
development,22,Days,TRAIND002433,egg,adult,Aphidius_platensis,"Aphidius platensis Brethes, 1913"
development,22.5,Days,TRAIND002434,egg,adult,Aphidius_platensis,"Aphidius platensis Brethes, 1913"
development,21,Days,TRAIND002435,egg,adult,Aphidius_platensis,"Aphidius platensis Brethes, 1913"
development,20.5,Days,TRAIND002436,egg,adult,Aphidius_platensis,"Aphidius platensis Brethes, 1913"
development,22,Days,TRAIND002437,egg,adult,Aphidius_platensis,"Aphidius platensis Brethes, 1913"
development,24.5,Days,TRAIND002438,egg,adult,Aphidius_platensis,"Aphidius platensis Brethes, 1913"
development,23.5,Days,TRAIND002439,egg,adult,Aphidius_platensis,"Aphidius platensis Brethes, 1913"
development,24.5,Days,TRAIND002440,egg,adult,Aphidius_platensis,"Aphidius platensis Brethes, 1913"
development,22,Days,TRAIND002441,egg,adult,Aphidius_platensis,"Aphidius platensis Brethes, 1913"
development,20.5,Days,TRAIND002442,egg,adult,Aphidius_platensis,"Aphidius platensis Brethes, 1913"
development,19,Days,TRAIND002443,egg,adult,Aphidius_platensis,"Aphidius platensis Brethes, 1913"
development,21.5,Days,TRAIND002444,egg,adult,Aphidius_platensis,"Aphidius platensis Brethes, 1913"
development,20,Days,TRAIND002445,egg,adult,Aphidius_platensis,"Aphidius platensis Brethes, 1913"
development,22,Days,TRAIND002446,egg,adult,Aphidius_platensis,"Aphidius platensis Brethes, 1913"
development,22,Days,TRAIND002447,egg,adult,Aphidius_platensis,"Aphidius platensis Brethes, 1913"
development,21,Days,TRAIND002448,egg,adult,Aphidius_platensis,"Aphidius platensis Brethes, 1913"
development,19.5,Days,TRAIND002449,egg,adult,Aphidius_platensis,"Aphidius platensis Brethes, 1913"
development,21,Days,TRAIND002450,egg,adult,Aphidius_platensis,"Aphidius platensis Brethes, 1913"
development,20.5,Days,TRAIND002451,egg,adult,Aphidius_platensis,"Aphidius platensis Brethes, 1913"
development,22,Days,TRAIND002452,egg,adult,Aphidius_platensis,"Aphidius platensis Brethes, 1913"
development,24,Days,TRAIND002453,egg,adult,Aphidius_platensis,"Aphidius platensis Brethes, 1913"
development,19,Days,TRAIND002454,egg,adult,Aphidius_platensis,"Aphidius platensis Brethes, 1913"
development,21,Days,TRAIND002455,egg,adult,Aphidius_platensis,"Aphidius platensis Brethes, 1913"
development,20,Days,TRAIND002456,egg,adult,Aphidius_platensis,"Aphidius platensis Brethes, 1913"
development,"",Days,TRAIND002457,egg,adult,Aphidius_platensis,"Aphidius platensis Brethes, 1913"
development,23.5,Days,TRAIND002458,egg,adult,Aphidius_platensis,"Aphidius platensis Brethes, 1913"
development,22,Days,TRAIND002459,egg,adult,Aphidius_platensis,"Aphidius platensis Brethes, 1913"
development,21,Days,TRAIND002460,egg,adult,Aphidius_platensis,"Aphidius platensis Brethes, 1913"
development,"",Days,TRAIND002461,egg,adult,Aphidius_platensis,"Aphidius platensis Brethes, 1913"
development,22,Days,TRAIND002462,egg,adult,Aphidius_platensis,"Aphidius platensis Brethes, 1913"
development,20,Days,TRAIND002463,egg,adult,Aphidius_platensis,"Aphidius platensis Brethes, 1913"
development,22,Days,TRAIND002464,egg,adult,Aphidius_platensis,"Aphidius platensis Brethes, 1913"
development,23,Days,TRAIND002465,egg,adult,Aphidius_platensis,"Aphidius platensis Brethes, 1913"
development,23.5,Days,TRAIND002466,egg,adult,Aphidius_platensis,"Aphidius platensis Brethes, 1913"
development,23.5,Days,TRAIND002467,egg,adult,Aphidius_platensis,"Aphidius platensis Brethes, 1913"
development,22,Days,TRAIND002468,egg,adult,Aphidius_platensis,"Aphidius platensis Brethes, 1913"
development,21.5,Days,TRAIND002469,egg,adult,Aphidius_platensis,"Aphidius platensis Brethes, 1913"
development,19,Days,TRAIND002470,egg,adult,Aphidius_platensis,"Aphidius platensis Brethes, 1913"
development,22,Days,TRAIND002471,egg,adult,Aphidius_platensis,"Aphidius platensis Brethes, 1913"
development,25,Days,TRAIND002472,egg,adult,Aphidius_platensis,"Aphidius platensis Brethes, 1913"
development,23,Days,TRAIND002473,egg,adult,Aphidius_platensis,"Aphidius platensis Brethes, 1913"
development,21,Days,TRAIND002474,egg,adult,Aphidius_platensis,"Aphidius platensis Brethes, 1913"
development,22.5,Days,TRAIND002475,egg,adult,Aphidius_platensis,"Aphidius platensis Brethes, 1913"
development,22,Days,TRAIND002476,egg,adult,Aphidius_platensis,"Aphidius platensis Brethes, 1913"
development,21,Days,TRAIND002477,egg,adult,Aphidius_platensis,"Aphidius platensis Brethes, 1913"
development,24,Days,TRAIND002478,egg,adult,Aphidius_platensis,"Aphidius platensis Brethes, 1913"
development,23.5,Days,TRAIND002479,egg,adult,Aphidius_platensis,"Aphidius platensis Brethes, 1913"
development,18.5,Days,TRAIND002480,egg,adult,Aphidius_platensis,"Aphidius platensis Brethes, 1913"
development,20,Days,TRAIND002481,egg,adult,Aphidius_platensis,"Aphidius platensis Brethes, 1913"
development,21.5,Days,TRAIND002482,egg,adult,Aphidius_platensis,"Aphidius platensis Brethes, 1913"
development,21,Days,TRAIND002483,egg,adult,Aphidius_platensis,"Aphidius platensis Brethes, 1913"
development,23.5,Days,TRAIND002484,egg,adult,Aphidius_platensis,"Aphidius platensis Brethes, 1913"
development,"",Days,TRAIND002485,egg,adult,Aphidius_platensis,"Aphidius platensis Brethes, 1913"
development,21,Days,TRAIND002486,egg,adult,Aphidius_platensis,"Aphidius platensis Brethes, 1913"
development,25.5,Days,TRAIND002487,egg,adult,Aphidius_platensis,"Aphidius platensis Brethes, 1913"
development,20.5,Days,TRAIND002488,egg,adult,Aphidius_platensis,"Aphidius platensis Brethes, 1913"
development,21.5,Days,TRAIND002489,egg,adult,Aphidius_platensis,"Aphidius platensis Brethes, 1913"
development,23,Days,TRAIND002490,egg,adult,Aphidius_platensis,"Aphidius platensis Brethes, 1913"
development,22,Days,TRAIND002491,egg,adult,Aphidius_platensis,"Aphidius platensis Brethes, 1913"
development,22.5,Days,TRAIND002492,egg,adult,Aphidius_platensis,"Aphidius platensis Brethes, 1913"
development,21,Days,TRAIND002493,egg,adult,Aphidius_platensis,"Aphidius platensis Brethes, 1913"
development,20,Days,TRAIND002494,egg,adult,Aphidius_platensis,"Aphidius platensis Brethes, 1913"
development,21,Days,TRAIND002495,egg,adult,Aphidius_platensis,"Aphidius platensis Brethes, 1913"
development,22,Days,TRAIND002496,egg,adult,Aphidius_platensis,"Aphidius platensis Brethes, 1913"
development,20,Days,TRAIND002497,egg,adult,Aphidius_platensis,"Aphidius platensis Brethes, 1913"
development,21,Days,TRAIND002498,egg,adult,Aphidius_platensis,"Aphidius platensis Brethes, 1913"
development,21.5,Days,TRAIND002499,egg,adult,Aphidius_platensis,"Aphidius platensis Brethes, 1913"
development,21,Days,TRAIND002500,egg,adult,Aphidius_platensis,"Aphidius platensis Brethes, 1913"
development,22.5,Days,TRAIND002501,egg,adult,Aphidius_platensis,"Aphidius platensis Brethes, 1913"
development,22.5,Days,TRAIND002502,egg,adult,Aphidius_platensis,"Aphidius platensis Brethes, 1913"
development,21.5,Days,TRAIND002503,egg,adult,Aphidius_platensis,"Aphidius platensis Brethes, 1913"
development,21.5,Days,TRAIND002504,egg,adult,Aphidius_platensis,"Aphidius platensis Brethes, 1913"
development,20,Days,TRAIND002505,egg,adult,Aphidius_platensis,"Aphidius platensis Brethes, 1913"
development,21,Days,TRAIND002506,egg,adult,Aphidius_platensis,"Aphidius platensis Brethes, 1913"
development,21,Days,TRAIND002507,egg,adult,Aphidius_platensis,"Aphidius platensis Brethes, 1913"
development,20,Days,TRAIND002508,egg,adult,Aphidius_platensis,"Aphidius platensis Brethes, 1913"
development,22.5,Days,TRAIND002509,egg,adult,Aphidius_platensis,"Aphidius platensis Brethes, 1913"
development,22.5,Days,TRAIND002510,egg,adult,Aphidius_platensis,"Aphidius platensis Brethes, 1913"
development,22,Days,TRAIND002511,egg,adult,Aphidius_platensis,"Aphidius platensis Brethes, 1913"
development,22,Days,TRAIND002512,egg,adult,Aphidius_platensis,"Aphidius platensis Brethes, 1913"
development,22,Days,TRAIND002513,egg,adult,Aphidius_platensis,"Aphidius platensis Brethes, 1913"
development,21,Days,TRAIND002514,egg,adult,Aphidius_platensis,"Aphidius platensis Brethes, 1913"
development,24,Days,TRAIND002515,egg,adult,Aphidius_platensis,"Aphidius platensis Brethes, 1913"
development,22.5,Days,TRAIND002516,egg,adult,Aphidius_platensis,"Aphidius platensis Brethes, 1913"
development,21,Days,TRAIND002517,egg,adult,Aphidius_platensis,"Aphidius platensis Brethes, 1913"
development,19,Days,TRAIND002518,egg,adult,Aphidius_platensis,"Aphidius platensis Brethes, 1913"
development,21.5,Days,TRAIND002519,egg,adult,Aphidius_platensis,"Aphidius platensis Brethes, 1913"
development,21,Days,TRAIND002520,egg,adult,Aphidius_platensis,"Aphidius platensis Brethes, 1913"
development,21,Days,TRAIND002521,egg,adult,Aphidius_platensis,"Aphidius platensis Brethes, 1913"
development,22,Days,TRAIND002522,egg,adult,Aphidius_platensis,"Aphidius platensis Brethes, 1913"
development,"",Days,TRAIND002523,egg,adult,Aphidius_platensis,"Aphidius platensis Brethes, 1913"
development,19.5,Days,TRAIND002524,egg,adult,Aphidius_platensis,"Aphidius platensis Brethes, 1913"
development,20,Days,TRAIND002525,egg,adult,Aphidius_platensis,"Aphidius platensis Brethes, 1913"
development,22.5,Days,TRAIND002526,egg,adult,Aphidius_platensis,"Aphidius platensis Brethes, 1913"
development,20,Days,TRAIND002527,egg,adult,Aphidius_platensis,"Aphidius platensis Brethes, 1913"
development,22,Days,TRAIND002528,egg,adult,Aphidius_platensis,"Aphidius platensis Brethes, 1913"
development,21,Days,TRAIND002529,egg,adult,Aphidius_platensis,"Aphidius platensis Brethes, 1913"
development,21.5,Days,TRAIND002530,egg,adult,Aphidius_platensis,"Aphidius platensis Brethes, 1913"
development,23.5,Days,TRAIND002531,egg,adult,Aphidius_platensis,"Aphidius platensis Brethes, 1913"
development,20.5,Days,TRAIND002532,egg,adult,Aphidius_platensis,"Aphidius platensis Brethes, 1913"
development,23.5,Days,TRAIND002533,egg,adult,Aphidius_platensis,"Aphidius platensis Brethes, 1913"
development,24.5,Days,TRAIND002534,egg,adult,Aphidius_platensis,"Aphidius platensis Brethes, 1913"
development,23,Days,TRAIND002535,egg,adult,Aphidius_platensis,"Aphidius platensis Brethes, 1913"
development,23.5,Days,TRAIND002536,egg,adult,Aphidius_platensis,"Aphidius platensis Brethes, 1913"
development,25,Days,TRAIND002537,egg,adult,Aphidius_platensis,"Aphidius platensis Brethes, 1913"
development,23.5,Days,TRAIND002538,egg,adult,Aphidius_platensis,"Aphidius platensis Brethes, 1913"
development,22,Days,TRAIND002539,egg,adult,Aphidius_platensis,"Aphidius platensis Brethes, 1913"
development,20,Days,TRAIND002540,egg,adult,Aphidius_platensis,"Aphidius platensis Brethes, 1913"
development,22,Days,TRAIND002541,egg,adult,Aphidius_platensis,"Aphidius platensis Brethes, 1913"
development,24,Days,TRAIND002542,egg,adult,Aphidius_platensis,"Aphidius platensis Brethes, 1913"
development,22.5,Days,TRAIND002543,egg,adult,Aphidius_platensis,"Aphidius platensis Brethes, 1913"
development,21.5,Days,TRAIND002544,egg,adult,Aphidius_platensis,"Aphidius platensis Brethes, 1913"
development,22.5,Days,TRAIND002545,egg,adult,Aphidius_platensis,"Aphidius platensis Brethes, 1913"
development,"",Days,TRAIND002546,egg,adult,Aphidius_platensis,"Aphidius platensis Brethes, 1913"
development,19.5,Days,TRAIND002547,egg,adult,Aphidius_platensis,"Aphidius platensis Brethes, 1913"
development,21,Days,TRAIND002548,egg,adult,Aphidius_platensis,"Aphidius platensis Brethes, 1913"
development,22,Days,TRAIND002549,egg,adult,Aphidius_platensis,"Aphidius platensis Brethes, 1913"
development,21,Days,TRAIND002550,egg,adult,Aphidius_platensis,"Aphidius platensis Brethes, 1913"
development,20,Days,TRAIND002551,egg,adult,Aphidius_platensis,"Aphidius platensis Brethes, 1913"
development,23,Days,TRAIND002552,egg,adult,Aphidius_platensis,"Aphidius platensis Brethes, 1913"
development,26,Days,TRAIND002553,egg,adult,Aphidius_platensis,"Aphidius platensis Brethes, 1913"
development,21,Days,TRAIND002554,egg,adult,Aphidius_platensis,"Aphidius platensis Brethes, 1913"
development,13,Days,TRAIND002555,egg,adult,Aphidius_platensis,"Aphidius platensis Brethes, 1913"
development,13.5,Days,TRAIND002556,egg,adult,Aphidius_platensis,"Aphidius platensis Brethes, 1913"
development,"",Days,TRAIND002557,egg,adult,Aphidius_platensis,"Aphidius platensis Brethes, 1913"
development,15,Days,TRAIND002558,egg,adult,Aphidius_platensis,"Aphidius platensis Brethes, 1913"
development,14,Days,TRAIND002559,egg,adult,Aphidius_platensis,"Aphidius platensis Brethes, 1913"
development,13.5,Days,TRAIND002560,egg,adult,Aphidius_platensis,"Aphidius platensis Brethes, 1913"
development,13.5,Days,TRAIND002561,egg,adult,Aphidius_platensis,"Aphidius platensis Brethes, 1913"
development,13,Days,TRAIND002562,egg,adult,Aphidius_platensis,"Aphidius platensis Brethes, 1913"
development,14,Days,TRAIND002563,egg,adult,Aphidius_platensis,"Aphidius platensis Brethes, 1913"
development,14,Days,TRAIND002564,egg,adult,Aphidius_platensis,"Aphidius platensis Brethes, 1913"
development,14,Days,TRAIND002565,egg,adult,Aphidius_platensis,"Aphidius platensis Brethes, 1913"
development,14,Days,TRAIND002566,egg,adult,Aphidius_platensis,"Aphidius platensis Brethes, 1913"
development,13,Days,TRAIND002567,egg,adult,Aphidius_platensis,"Aphidius platensis Brethes, 1913"
development,13.5,Days,TRAIND002568,egg,adult,Aphidius_platensis,"Aphidius platensis Brethes, 1913"
development,14,Days,TRAIND002569,egg,adult,Aphidius_platensis,"Aphidius platensis Brethes, 1913"
development,"",Days,TRAIND002570,egg,adult,Aphidius_platensis,"Aphidius platensis Brethes, 1913"
development,14,Days,TRAIND002571,egg,adult,Aphidius_platensis,"Aphidius platensis Brethes, 1913"
development,13,Days,TRAIND002572,egg,adult,Aphidius_platensis,"Aphidius platensis Brethes, 1913"
development,13,Days,TRAIND002573,egg,adult,Aphidius_platensis,"Aphidius platensis Brethes, 1913"
development,13,Days,TRAIND002574,egg,adult,Aphidius_platensis,"Aphidius platensis Brethes, 1913"
development,13.5,Days,TRAIND002575,egg,adult,Aphidius_platensis,"Aphidius platensis Brethes, 1913"
development,13,Days,TRAIND002576,egg,adult,Aphidius_platensis,"Aphidius platensis Brethes, 1913"
development,13.5,Days,TRAIND002577,egg,adult,Aphidius_platensis,"Aphidius platensis Brethes, 1913"
development,14.5,Days,TRAIND002578,egg,adult,Aphidius_platensis,"Aphidius platensis Brethes, 1913"
development,12,Days,TRAIND002579,egg,adult,Aphidius_platensis,"Aphidius platensis Brethes, 1913"
development,13,Days,TRAIND002580,egg,adult,Aphidius_platensis,"Aphidius platensis Brethes, 1913"
development,"",Days,TRAIND002581,egg,adult,Aphidius_platensis,"Aphidius platensis Brethes, 1913"
development,12,Days,TRAIND002582,egg,adult,Aphidius_platensis,"Aphidius platensis Brethes, 1913"
development,11.5,Days,TRAIND002583,egg,adult,Aphidius_platensis,"Aphidius platensis Brethes, 1913"
development,11,Days,TRAIND002584,egg,adult,Aphidius_platensis,"Aphidius platensis Brethes, 1913"
development,11.5,Days,TRAIND002585,egg,adult,Aphidius_platensis,"Aphidius platensis Brethes, 1913"
development,13,Days,TRAIND002586,egg,adult,Aphidius_platensis,"Aphidius platensis Brethes, 1913"
development,12,Days,TRAIND002587,egg,adult,Aphidius_platensis,"Aphidius platensis Brethes, 1913"
development,13.5,Days,TRAIND002588,egg,adult,Aphidius_platensis,"Aphidius platensis Brethes, 1913"
development,12.5,Days,TRAIND002589,egg,adult,Aphidius_platensis,"Aphidius platensis Brethes, 1913"
development,"",Days,TRAIND002590,egg,adult,Aphidius_platensis,"Aphidius platensis Brethes, 1913"
development,12,Days,TRAIND002591,egg,adult,Aphidius_platensis,"Aphidius platensis Brethes, 1913"
development,"",Days,TRAIND002592,egg,adult,Aphidius_platensis,"Aphidius platensis Brethes, 1913"
development,12,Days,TRAIND002593,egg,adult,Aphidius_platensis,"Aphidius platensis Brethes, 1913"
development,12.5,Days,TRAIND002594,egg,adult,Aphidius_platensis,"Aphidius platensis Brethes, 1913"
development,"",Days,TRAIND002595,egg,adult,Aphidius_platensis,"Aphidius platensis Brethes, 1913"
